term,cefr,translation
fierce,C1,凶猛的
film-maker,C1,电影制作人
filter,C1,筛选
firearm,C1,火器
fixture,C1,夹具
flaw,C1,缺陷
flawed,C1,有缺陷的
flee,C1,逃跑
fleet,C1,舰队
flesh,C1,肉
flexibility,C1,灵活性
flourish,C1,繁荣
fluid,C1,体液
footage,C1,镜头
foreigner,C1,外国人
forge,C1,锻造
formula,C1,公式
formulate,C1,制定
forth,C1,向前
forthcoming,C1,即将推出
foster,C1,促进
fragile,C1,脆弱的
franchise,C1,特许经营权
frankly,C1,坦白地说
frustrated,C1,沮丧的
frustrating,C1,令人沮丧的
frustration,C1,挫折
functional,C1,功能性的
fundraising,C1,筹款
funeral,C1,葬礼
gallon,C1,加仑
gambling,C1,赌博
gathering,C1,采集
gaze,C1,目光
gear,C1,齿轮
generic,C1,通用的
genocide,C1,种族灭绝
glance,C1,一眼
glimpse,C1,一瞥
glorious,C1,辉煌
glory,C1,荣耀
governance,C1,治理
grace,C1,优雅
grasp,C1,抓牢
grave,C1,严重
gravity,C1,重力
grid,C1,网格
grief,C1,悲伤
grin,C1,咧嘴笑
grind,C1,研磨
grip,C1,紧握
gross,C1,总的
guerrilla,C1,游击队
guidance,C1,指导
guilt,C1,有罪
gut,C1,肠道
hail,C1,冰雹
halfway,C1,半
halt,C1,停止
handful,C1,少数
handling,C1,处理
handy,C1,便利
harassment,C1,骚扰
hardware,C1,硬件
harmony,C1,和谐
harsh,C1,残酷的
harvest,C1,收成
hatred,C1,仇恨
haunt,C1,出没
hazard,C1,冒险
heighten,C1,增高
heritage,C1,遗产
hierarchy,C1,等级制度
high-profile,C1,高调
hint,C1,暗示
homeland,C1,家园
hopeful,C1,有希望的
horizon,C1,地平线
horn,C1,喇叭
hostage,C1,人质
hostile,C1,敌对的
hostility,C1,敌意
humanitarian,C1,人道主义的
humanity,C1,人类
humble,C1,谦逊的
hydrogen,C1,氢
identification,C1,鉴别
ideological,C1,思想
ideology,C1,思想
idiot,C1,笨蛋
ignorance,C1,无知
imagery,C1,图像
immense,C1,巨大
imminent,C1,迫在眉睫的
implementation,C1,执行
imprison,C1,监禁
imprisonment,C1,监禁
inability,C1,无力
inadequate,C1,不足
inappropriate,C1,不当
incidence,C1,发生率
inclined,C1,倾斜的
inclusion,C1,包容性
incur,C1,招致
indicator,C1,指标
indictment,C1,起诉书
indigenous,C1,土著
induce,C1,诱发
indulge,C1,放纵
inequality,C1,不等式
infamous,C1,臭名昭著的
infant,C1,婴儿
infect,C1,感染
inflict,C1,造成
influential,C1,有影响
inherent,C1,固有
inhibit,C1,抑制
initiate,C1,发起
inject,C1,注入
injection,C1,注射
injustice,C1,不公正
inmate,C1,犯人
insertion,C1,插入
insider,C1,内幕人士
inspect,C1,检查
inspection,C1,检查
inspiration,C1,灵感
instinct,C1,本能
institutional,C1,制度性的
instruct,C1,指示
instrumental,C1,工具性的
insufficient,C1,不足的
insult,C1,侮辱
intact,C1,完好无损的
intake,C1,摄入量
integral,C1,不可缺少的
integrated,C1,融合的
integration,C1,一体化
integrity,C1,正直
intensify,C1,强化
intensity,C1,强度
intensive,C1,密集的
intent,C1,意图
interactive,C1,交互的
interface,C1,界面
interfere,C1,干扰
interim,C1,临时
interior,C1,内部的
intermediate,C1,中间的
intervene,C1,干预
intervention,C1,干涉
intimate,C1,亲密的
intriguing,C1,有趣的
investigator,C1,研究者
invisible,C1,无形的
invoke,C1,调用
involvement,C1,参与
ironic,C1,讽刺的
ironically,C1,讽刺地
irony,C1,讽刺
irrelevant,C1,不相关的
isolation,C1,隔离
judicial,C1,司法
junction,C1,交界处
jurisdiction,C1,管辖权
justification,C1,理由
kidnap,C1,绑架
kidney,C1,肾
kingdom,C1,王国
lad,C1,小伙子
landlord,C1,房东
landmark,C1,地标
lap,C1,圈
large-scale,C1,大规模
laser,C1,激光
latter,C1,后者
lawn,C1,草地
lawsuit,C1,诉讼
layout,C1,布局
leak,C1,泄露
leap,C1,飞跃
legacy,C1,遗产
legendary,C1,传奇的
legislation,C1,立法
legislative,C1,立法
legislature,C1,立法机关
legitimate,C1,合法的
lengthy,C1,冗长
lesbian,C1,女同性恋
lesser,C1,较小的
lethal,C1,致命
liable,C1,容易
liberal,C1,自由主义
liberation,C1,解放
liberty,C1,自由
license,C1,执照
lifelong,C1,终身
likelihood,C1,可能性
limb,C1,肢
line-up,C1,阵容
linear,C1,线性
linger,C1,萦绕
listing,C1,上市
literacy,C1,识字能力
liver,C1,肝
lobby,C1,大堂
log,C1,日志
logic,C1,逻辑
long-standing,C1,长期存在的
long-time,C1,很久
loom,C1,织布机
loop,C1,环形
loyalty,C1,忠诚
machinery,C1,机器
magical,C1,神奇的
magistrate,C1,地方法官
magnetic,C1,磁的
magnitude,C1,震级
mainland,C1,大陆
mainstream,C1,主流
maintenance,C1,维护
mandate,C1,授权
mandatory,C1,强制的
manifest,C1,显现
manipulate,C1,操纵
manipulation,C1,操纵
manuscript,C1,手稿
marginal,C1,边缘
marine,C1,海洋
marketplace,C1,市场
mask,C1,面具
massacre,C1,屠杀
mathematical,C1,数学的
mature,C1,成熟
maximize,C1,最大化
meaningful,C1,有意义的
meantime,C1,与此同时
medieval,C1,中世纪
meditation,C1,冥想
melody,C1,旋律
memo,C1,备忘录
memoir,C1,回忆录
memorial,C1,纪念馆
mentor,C1,导师
merchant,C1,商人
mercy,C1,怜悯
mere,C1,仅仅
merely,C1,仅仅
merge,C1,合并
merger,C1,合并
merit,C1,优点
methodology,C1,方法论
midst,C1,中间
migration,C1,迁移
militant,C1,好战的
militia,C1,民兵
mill,C1,磨
minimal,C1,最小的
minimize,C1,最小化
mining,C1,矿业
ministry,C1,部
miracle,C1,奇迹
misery,C1,苦难
misleading,C1,误导性的
missile,C1,导弹
mob,C1,暴民
mobility,C1,流动性
mobilize,C1,动员
moderate,C1,缓和
modification,C1,修改
momentum,C1,势头
monk,C1,僧
monopoly,C1,垄断
morality,C1,道德
motive,C1,动机
motorist,C1,驾车者
municipal,C1,市级
mutual,C1,相互的
namely,C1,即
nationwide,C1,全国
naval,C1,海军
neglect,C1,忽视
nest,C1,巢
newsletter,C1,通讯
niche,C1,利基
noble,C1,高贵
nod,C1,点头
nominate,C1,提名
nomination,C1,提名
nominee,C1,被提名人
non-profit,C1,非营利组织
nonetheless,C1,尽管如此
nonsense,C1,废话
noon,C1,中午
notable,C1,值得注意的
notably,C1,尤其
notify,C1,通知
notorious,C1,臭名昭著
nursery,C1,苗圃
objection,C1,异议
oblige,C1,义务
obsess,C1,缠住
obsession,C1,痴迷
occasional,C1,偶然
occurrence,C1,发生
odds,C1,赔率
offering,C1,奉献
offspring,C1,后代
operational,C1,操作
opt,C1,选择
optical,C1,光学的
optimism,C1,乐观
oral,C1,口服
organizational,C1,组织
orientation,C1,方向
originate,C1,起源
outbreak,C1,暴发
outing,C1,郊游
outlet,C1,出路
outlook,C1,前景
outrage,C1,暴行
outsider,C1,局外人
overlook,C1,俯瞰
overly,C1,过于
oversee,C1,监督
overturn,C1,颠覆
overwhelm,C1,压倒
overwhelming,C1,压倒
pad,C1,软垫
parameter,C1,范围
parental,C1,父母的
parish,C1,教区
parliamentary,C1,议会
partial,C1,部分的
partially,C1,部分地
passing,C1,通过
passive,C1,被动的
pastor,C1,牧师
patch,C1,修补
patent,C1,专利
pathway,C1,路径
patrol,C1,巡逻
patron,C1,赞助人
peak,C1,顶峰
peasant,C1,农民
peculiar,C1,奇特的
persist,C1,坚持
persistent,C1,持久的
personnel,C1,人员
petition,C1,请愿
philosopher,C1,哲学家
philosophical,C1,哲学的
physician,C1,医生
pioneer,C1,先驱
pipeline,C1,管道
pirate,C1,海盗
pit,C1,坑
plea,C1,恳求
plead,C1,辩护
pledge,C1,承诺
plug,C1,插头
plunge,C1,跳入
pole,C1,极
poll,C1,投票
pond,C1,池塘
portfolio,C1,投资组合
portray,C1,描绘
post-war,C1,战后的
postpone,C1,推迟
practitioner,C1,从业者
preach,C1,说教
precedent,C1,先例
precision,C1,精确
predator,C1,掠食者
predecessor,C1,前任
predominantly,C1,主要地
pregnancy,C1,怀孕
prejudice,C1,偏见
preliminary,C1,初步的
premier,C1,总理
premise,C1,前提
premium,C1,溢价
prescribe,C1,开处方
prescription,C1,处方
presently,C1,目前
preservation,C1,保存
preside,C1,主持
presidency,C1,总统任期
presidential,C1,总统的
prestigious,C1,有声望的
presumably,C1,大概
presume,C1,假设
prevail,C1,盛行
prevalence,C1,流行
prevention,C1,预防
prey,C1,猎物
privatization,C1,私有化
privilege,C1,特权
probe,C1,探测
problematic,C1,有问题的
proceedings,C1,诉讼程序
proceeds,C1,收益
processing,C1,处理
processor,C1,处理器
proclaim,C1,宣告
productive,C1,有成效的
productivity,C1,生产力
profitable,C1,有利可图的
profound,C1,深刻的
projection,C1,预测
prominent,C1,突出的
pronounced,C1,明显的
propaganda,C1,宣传
proposition,C1,命题
prosecute,C1,起诉
prosecution,C1,检察
prosecutor,C1,检察官
prosperity,C1,繁荣
protective,C1,保护的
protocol,C1,协议
province,C1,省
provincial,C1,省的
provision,C1,规定
provoke,C1,挑衅
psychiatric,C1,精神病学的
pulse,C1,脉搏
pump,C1,泵
punch,C1,拳打
query,C1,查询
quest,C1,探索
quota,C1,配额
radar,C1,雷达
radical,C1,激进的
rage,C1,愤怒
raid,C1,突袭
rally,C1,集会
ranking,C1,排名
rape,C1,强奸
ratio,C1,比率
rational,C1,理性的
ray,C1,射线
readily,C1,容易地
realization,C1,实现
realm,C1,领域
rear,C1,后部
reasoning,C1,推理
reassure,C1,安慰
rebel,C1,反叛者
rebellion,C1,叛乱
recipient,C1,接收者
reconstruction,C1,重建
recount,C1,叙述
referendum,C1,公投
reflection,C1,反思
reform,C1,改革
refuge,C1,避难
refusal,C1,拒绝
regain,C1,恢复
regardless,C1,不管
regime,C1,政权
regulator,C1,监管机构
regulatory,C1,监管的
rehabilitation,C1,康复
reign,C1,统治
rejection,C1,拒绝
relevance,C1,相关性
reliability,C1,可靠性
reluctant,C1,不情愿的
remainder,C1,剩余
remains,C1,遗迹
remedy,C1,补救
reminder,C1,提醒
removal,C1,移除
render,C1,渲染
renew,C1,更新
renowned,C1,著名的
rental,C1,租赁
replacement,C1,替换
reportedly,C1,据报道
representation,C1,代表
reproduce,C1,繁殖
reproduction,C1,繁殖
republic,C1,共和国
resemble,C1,相似
reside,C1,居住
residence,C1,住所
residential,C1,住宅的
residue,C1,残留
resignation,C1,辞职
resistance,C1,抵抗
respective,C1,各自的
respectively,C1,分别
restoration,C1,恢复
restraint,C1,克制
resume,C1,恢复
retreat,C1,撤退
retrieve,C1,检索
revelation,C1,启示
revenge,C1,报复
reverse,C1,反转
revival,C1,复兴
revive,C1,复活
revolutionary,C1,革命的
rhetoric,C1,修辞
rifle,C1,步枪
riot,C1,暴乱
rip,C1,撕裂
ritual,C1,仪式
robust,C1,强健的
rod,C1,杆
rotate,C1,旋转
rotation,C1,旋转
ruling,C1,裁定
rumour,C1,谣言
sack,C1,解雇
sacred,C1,神圣的
sacrifice,C1,牺牲
saint,C1,圣人
sake,C1,缘故
sanction,C1,制裁
scattered,C1,分散的
sceptical,C1,怀疑的
scope,C1,范围
screw,C1,螺丝
scrutiny,C1,审查
seal,C1,密封
secular,C1,世俗的
seemingly,C1,看似
segment,C1,段
seize,C1,抓住
seldom,C1,很少
selective,C1,选择性的
senator,C1,参议员
sensation,C1,感觉
sensitivity,C1,敏感性
sentiment,C1,情感
separation,C1,分离
serial,C1,连续的
set-up,C1,设置
settlement,C1,和解
sexuality,C1,性
shareholder,C1,股东
shatter,C1,粉碎
shed,C1,小屋
sheer,C1,纯粹的
shipping,C1,航运
shrink,C1,收缩
shrug,C1,耸肩
sigh,C1,叹息
simulate,C1,模拟
simulation,C1,模拟
simultaneously,C1,同时
sin,C1,罪
situated,C1,坐落于
sketch,C1,素描
skip,C1,跳过
slam,C1,猛关
slap,C1,掌击
slash,C1,削减
slavery,C1,奴隶制
slot,C1,槽
smash,C1,粉碎
snap,C1,折断
soak,C1,浸泡
soar,C1,飙升
socialist,C1,社会主义者
sole,C1,唯一的
solely,C1,仅仅
solicitor,C1,律师
solidarity,C1,团结
solo,C1,独奏
sovereignty,C1,主权
spam,C1,垃圾邮件
span,C1,跨度
spark,C1,火花
specialized,C1,专业的
specification,C1,规格
specimen,C1,标本
spectacle,C1,景象
spectrum,C1,光谱
sphere,C1,球体
spin,C1,旋转
spine,C1,脊柱
spotlight,C1,聚光灯
spouse,C1,配偶
spy,C1,间谍
squad,C1,小队
squeeze,C1,挤压
stab,C1,刺
stability,C1,稳定性
stabilize,C1,稳定
stake,C1,利害关系
standing,C1,常设的
stark,C1,鲜明的
statistical,C1,统计的
steer,C1,引导
stem,C1,茎
stereotype,C1,刻板印象
stimulus,C1,刺激
stir,C1,搅拌
storage,C1,存储
straightforward,C1,简单的
strain,C1,压力
strand,C1,线
strategic,C1,战略的
striking,C1,显著的
strip,C1,剥夺
strive,C1,奋斗
structural,C1,结构的
stumble,C1,绊倒
stun,C1,使震惊
submission,C1,提交
subscriber,C1,订阅者
subscription,C1,订阅
subsidy,C1,补贴
substantial,C1,大量的
substantially,C1,大量地
substitute,C1,替代
substitution,C1,替换
subtle,C1,微妙的
suburban,C1,郊区的
succession,C1,继承
successive,C1,连续的
successor,C1,继任者
suck,C1,吸
sue,C1,起诉
suicide,C1,自杀
suite,C1,套房
summit,C1,峰会
superb,C1,极好的
superior,C1,优越的
supervise,C1,监督
supervision,C1,监督
supervisor,C1,主管
supplement,C1,补充
supportive,C1,支持的
supposedly,C1,据称
suppress,C1,压制
supreme,C1,最高的
surge,C1,激增
surgical,C1,外科的
surplus,C1,过剩
surrender,C1,投降
surveillance,C1,监视
suspension,C1,暂停
suspicion,C1,怀疑
suspicious,C1,可疑的
sustain,C1,维持
swing,C1,摇摆
sword,C1,剑
symbolic,C1,象征的
syndrome,C1,综合症
synthesis,C1,合成
systematic,C1,系统的
tactic,C1,策略
tactical,C1,战术的
taxpayer,C1,纳税人
tempt,C1,诱惑
tenant,C1,租户
tender,C1,温柔的
tenure,C1,任期
terminate,C1,终止
terrain,C1,地形
terrific,C1,极好的
testify,C1,作证
testimony,C1,证词
texture,C1,质地
thankfully,C1,幸运地
theatrical,C1,戏剧的
theology,C1,神学
theoretical,C1,理论的
thereafter,C1,此后
thereby,C1,因此
thoughtful,C1,体贴的
thought-provoking,C1,发人深省的
thread,C1,线程
threshold,C1,门槛
thrilled,C1,兴奋的
thrive,C1,茁壮成长
tide,C1,潮汐
tighten,C1,收紧
timber,C1,木材
timely,C1,及时的
tobacco,C1,烟草
tolerance,C1,容忍
tolerate,C1,忍受
toll,C1,通行费
torture,C1,酷刑
toss,C1,投掷
toxic,C1,有毒的
trademark,C1,商标
trail,C1,小径
trailer,C1,拖车
transaction,C1,交易
transcript,C1,成绩单
transformation,C1,转变
transit,C1,过境
transmission,C1,传输
transparency,C1,透明度
transparent,C1,透明的
trauma,C1,创伤
treaty,C1,条约
tremendous,C1,巨大的
tribal,C1,部落的
tribunal,C1,法庭
tribute,C1,致敬
trio,C1,三人组
triumph,C1,胜利
trophy,C1,奖杯
troubled,C1,困扰的
trustee,C1,受托人
tuition,C1,学费
turnout,C1,出席人数
turnover,C1,营业额
twist,C1,扭曲
undergraduate,C1,本科生
underlying,C1,根本的
undermine,C1,破坏
undoubtedly,C1,毫无疑问
unify,C1,统一
unprecedented,C1,史无前例的
unveil,C1,揭开
upcoming,C1,即将到来的
upgrade,C1,升级
uphold,C1,维护
utility,C1,效用
utilize,C1,利用
utterly,C1,完全地
vacuum,C1,真空
vague,C1,模糊的
validity,C1,有效性
vanish,C1,消失
variable,C1,变量
varied,C1,各种各样的
vein,C1,静脉
venture,C1,冒险
verbal,C1,口头的
verdict,C1,裁决
verify,C1,验证
verse,C1,诗句
versus,C1,对
vessel,C1,船只
veteran,C1,老兵
viable,C1,可行的
vibrant,C1,充满活力的
vice,C1,副
vicious,C1,恶性的
villager,C1,村民
violate,C1,违反
violation,C1,违反
virtue,C1,美德
vocal,C1,声音的
vow,C1,发誓
vulnerability,C1,脆弱性
vulnerable,C1,脆弱的
ward,C1,病房
warehouse,C1,仓库
warfare,C1,战争
warrant,C1,逮捕令
warrior,C1,战士
weaken,C1,削弱
weave,C1,编织
weed,C1,杂草
well-being,C1,幸福
whatsoever,C1,任何
whereby,C1,借此
whilst,C1,当...时
whip,C1,鞭子
wholly,C1,完全
widen,C1,拓宽
widow,C1,寡妇
width,C1,宽度
willingness,C1,意愿
wipe,C1,擦
wit,C1,智慧
withdrawal,C1,撤回
workout,C1,锻炼
worship,C1,崇拜
worthwhile,C1,值得的
worthy,C1,值得的
yell,C1,叫喊
yield,C1,屈服
youngster,C1,青少年
