term,cefr,translation
dose,C1,剂量
drain,C1,流走
drift,C1,漂移
drown,C1,淹死
dual,C1,双重的
dub,C1,配音
dumb,C1,哑的
duo,C1,二人组
eager,C1,渴望的
earnings,C1,收益
ease,C1,舒适
echo,C1,回声
ecological,C1,生态的
educator,C1,教育家
effectiveness,C1,效力
efficiency,C1,效率
ego,C1,自我
elaborate,C1,精心制作的
electoral,C1,选举的
elevate,C1,提升
eligible,C1,有资格的
elite,C1,精英
embark,C1,登船
embarrassment,C1,尴尬
embassy,C1,大使馆
embed,C1,嵌入
embody,C1,体现
emergence,C1,涌现
empirical,C1,经验
empower,C1,赋权
enact,C1,颁布
encompass,C1,涵盖
encouragement,C1,鼓励
encouraging,C1,鼓励
endeavour n.endless,C1,n. 无尽的努力
endorse,C1,赞同
endorsement,C1,代言
endure,C1,忍受
enforce,C1,执行
enforcement,C1,执行
engagement,C1,订婚
engaging,C1,吸引人的
enquire,C1,查询
enrich,C1,丰富
enrol,C1,注册
ensue,C1,随后
enterprise,C1,企业
enthusiast,C1,爱好者
entitle,C1,赋予
entity,C1,实体
epidemic,C1,流行性
equality,C1,平等
equation,C1,方程
erect,C1,直立
escalate,C1,升级
essence,C1,本质
establishment,C1,设立
eternal,C1,永恒
evacuate,C1,撤离
evoke,C1,唤起
evolutionary,C1,进化的
exaggerate,C1,夸大
excellence,C1,卓越
exceptional,C1,异常的
excess,C1,过量的
exclusion,C1,排除
exclusive,C1,独家的
exclusively,C1,只
execute,C1,执行
execution,C1,执行
exert,C1,发挥
exile,C1,流亡
expenditure,C1,支出
experimental,C1,实验性的
expire,C1,到期
explicit,C1,明确的
explicitly,C1,明确地
exploitation,C1,开发
explosive,C1,爆炸物
extract,C1,提炼
extremist,C1,极端主义者
facilitate,C1,促进
faction,C1,派
faculty,C1,学院
fade,C1,褪色
fairness,C1,公平
fatal,C1,致命的
fate,C1,命运
favourable,C1,有利
feat,C1,壮举
feminist,C1,女权主义者
fibre,C1,纤维
fierce,C1,凶猛的
film-maker,C1,电影制作人
filter,C1,筛选
firearm,C1,火器
fixture,C1,夹具
flaw,C1,缺陷
flawed,C1,有缺陷的
flee,C1,逃跑
fleet n.flesh,C1,舰队 n. 肉体
flexibility,C1,灵活性
flourish,C1,繁荣
fluid,C1,体液
footage,C1,镜头
foreigner,C1,外国人
forge,C1,锻造
formula,C1,公式
formulate,C1,制定
forth,C1,向前
forthcoming,C1,即将推出
foster,C1,促进
fragile,C1,脆弱的
franchise,C1,特许经营权
frankly,C1,坦白地说
frustrated,C1,沮丧的
frustrating,C1,令人沮丧的
frustration,C1,挫折
functional,C1,功能性的
fundraising,C1,筹款
funeral,C1,葬礼
gallon,C1,加仑
gambling,C1,赌博
gathering,C1,采集
gaze,C1,目光
gear,C1,齿轮
generic,C1,通用的
genocide,C1,种族灭绝
glance,C1,一眼
glimpse,C1,一瞥
glorious,C1,辉煌
glory,C1,荣耀
governance,C1,治理
grace,C1,优雅
grasp,C1,抓牢
grave,C1,严重
gravity,C1,重力
grid,C1,网格
grief,C1,悲伤
grin,C1,咧嘴笑
grind,C1,研磨
grip,C1,紧握
gross,C1,总的
guerrilla,C1,游击队
guidance,C1,指导
guilt,C1,有罪
gut,C1,肠道
hail,C1,冰雹
halfway,C1,半
halt,C1,停止
handful,C1,少数
handling,C1,处理
handy,C1,便利
harassment,C1,骚扰
hardware,C1,硬件
harmony,C1,和谐
harsh,C1,残酷的
harvest,C1,收成
hatred,C1,仇恨
haunt,C1,出没
hazard,C1,冒险
heighten,C1,增高
heritage,C1,遗产
hierarchy,C1,等级制度
high-profile,C1,高调
hint,C1,暗示
homeland,C1,家园
hopeful adj.horizon,C1,充满希望的形容词地平线
horn,C1,喇叭
hostage,C1,人质
hostile,C1,敌对的
hostility,C1,敌意
humanitarian,C1,人道主义的
humanity,C1,人类
humble,C1,谦逊的
hydrogen,C1,氢
identification,C1,鉴别
ideological,C1,思想
ideology,C1,思想
idiot,C1,笨蛋
ignorance,C1,无知
imagery,C1,图像
immense,C1,巨大
imminent,C1,迫在眉睫的
implementation,C1,执行
imprison,C1,监禁
imprisonment,C1,监禁
inability,C1,无力
inadequate,C1,不足
inappropriate,C1,不当
incidence,C1,发生率
inclined,C1,倾斜的
inclusion,C1,包容性
incur,C1,招致
indicator,C1,指标
indictment,C1,起诉书
indigenous,C1,土著
induce,C1,诱发
indulge,C1,放纵
inequality,C1,不等式
infamous,C1,臭名昭著的
infant,C1,婴儿
infect,C1,感染
inflict,C1,造成
influential,C1,有影响
inherent,C1,固有
inhibit,C1,抑制
initiate,C1,发起
inject,C1,注入
injection,C1,注射
injustice,C1,不公正
inmate,C1,犯人
insertion,C1,插入
insider,C1,内幕人士
inspect,C1,检查
inspection,C1,检查
inspiration,C1,灵感
instinct,C1,本能
institutional,C1,制度性的
instruct,C1,指示
instrumental,C1,工具性的
insufficient,C1,不足的
insult,C1,侮辱
intact,C1,完好无损的
intake,C1,摄入量
integral,C1,不可缺少的
integrated,C1,融合的
integration,C1,一体化
integrity,C1,正直
intensify,C1,强化
intensity,C1,强度
intensive,C1,密集的
intent,C1,意图
interactive,C1,交互的
interface,C1,界面
interfere,C1,干扰
interim,C1,临时
interior,C1,内部的
intermediate,C1,中间的
intervene,C1,干预
intervention,C1,干涉
intimate,C1,亲密的
intriguing,C1,有趣的
investigator,C1,研究者
invisible,C1,无形的
invoke,C1,调用
involvement,C1,参与
ironic,C1,讽刺的
ironically,C1,讽刺地
irony,C1,讽刺
irrelevant,C1,不相关的
isolation,C1,隔离
judicial,C1,司法
junction,C1,交界处
jurisdiction,C1,管辖权
justification,C1,理由
kidnap,C1,绑架
kidney,C1,肾
kingdom,C1,王国
lad,C1,小伙子
landlord,C1,房东
landmark,C1,地标
lap,C1,圈
large-scale,C1,大规模
laser,C1,激光
latter,C1,后者
lawn,C1,草地
lawsuit,C1,诉讼
layout,C1,布局
leak,C1,泄露
leap,C1,飞跃
legacy,C1,遗产
legendary,C1,传奇的
legislation,C1,立法
legislative,C1,立法
legislature,C1,立法机关
legitimate,C1,合法的
lengthy,C1,冗长
lesbian,C1,女同性恋
lesser,C1,较小的
lethal,C1,致命
liable,C1,容易
liberal,C1,自由主义
liberation,C1,解放
liberty,C1,自由
license,C1,执照
lifelong,C1,终身
likelihood,C1,可能性
limb,C1,肢
line-up,C1,阵容
linear,C1,线性
linger,C1,萦绕
listing,C1,上市
literacy,C1,识字能力
liver,C1,肝
lobby,C1,大堂
log,C1,日志
logic,C1,逻辑
long-standing,C1,长期存在的
long-time,C1,很久
loom,C1,织布机
loop,C1,环形
loyalty,C1,忠诚
machinery n.magical,C1,机械 n.神奇
magistrate,C1,地方法官
magnetic,C1,磁的
magnitude,C1,震级
mainland,C1,大陆
mainstream,C1,主流
maintenance,C1,维护
mandate,C1,授权
mandatory,C1,强制的
manifest,C1,显现
manipulate,C1,操纵
manipulation,C1,操纵
manuscript,C1,手稿
marginal,C1,边缘
marine,C1,海洋
marketplace,C1,市场
mask,C1,面具
massacre,C1,屠杀
mathematical,C1,数学的
mature,C1,成熟
maximize,C1,最大化
meaningful,C1,有意义的
meantime,C1,与此同时
medieval,C1,中世纪
meditation,C1,冥想
melody,C1,旋律
memo,C1,备忘录
memoir,C1,回忆录
memorial,C1,纪念馆
mentor,C1,导师
merchant,C1,商人
mercy,C1,怜悯
mere,C1,仅仅
merely,C1,仅仅
merge,C1,合并
merger,C1,合并
merit,C1,优点
methodology,C1,方法论
midst,C1,中间
migration,C1,迁移
militant,C1,好战的
militia,C1,民兵
mill,C1,磨
minimal,C1,最小的
minimize,C1,最小化
mining,C1,矿业
ministry,C1,部
minute 2,C1,分钟 2
miracle,C1,奇迹
misery,C1,苦难
misleading,C1,误导性的
missile,C1,导弹
mob,C1,暴民
mobility,C1,流动性
mobilize,C1,动员
moderate,C1,缓和
modification,C1,修改
momentum,C1,势头
monk,C1,僧
monopoly,C1,垄断
morality,C1,道德
motive,C1,动机
motorist,C1,驾车者
municipal,C1,市级
mutual,C1,相互的
n.neighbouring,C1,n. 邻近的
namely,C1,即
nationwide,C1,全国
naval,C1,海军
neglect,C1,忽视
nest,C1,巢
newsletter,C1,通讯
niche,C1,利基
noble,C1,高贵
nod,C1,点头
nominate,C1,提名
nomination,C1,提名
nominee,C1,被提名人
non-profit,C1,非营利组织
nonetheless,C1,尽管如此
nonsense,C1,废话
noon,C1,中午
notable,C1,值得注意的
notably,C1,尤其
notify,C1,通知
notorious,C1,臭名昭著
nursery,C1,苗圃
objection,C1,异议
oblige,C1,义务
obsess,C1,缠住
obsession,C1,痴迷
occasional,C1,偶然
occurrence,C1,发生
odds,C1,赔率
offering,C1,奉献
offspring,C1,后代
operational,C1,操作
opt,C1,选择
optical,C1,光学的
optimism,C1,乐观
oral,C1,口服
organizational,C1,组织
orientation,C1,方向
originate,C1,起源
outbreak,C1,暴发
outing,C1,郊游
outlet,C1,出路
outlook,C1,前景
outrage,C1,暴行
outsider,C1,局外人
overlook,C1,俯瞰
overly,C1,过于
oversee,C1,监督
overturn,C1,颠覆
overwhelm,C1,压倒
overwhelming,C1,压倒
pad,C1,软垫
parameter,C1,范围
parental,C1,父母的
parish,C1,教区
parliamentary,C1,议会
partial,C1,部分的
partially,C1,部分地
passing,C1,通过
passive,C1,被动的
pastor,C1,牧师
patch,C1,修补
patent,C1,专利
pathway,C1,路径
patrol,C1,巡逻
patron,C1,赞助人
peak,C1,顶峰
peasant,C1,
peculiar,C1,
persist,C1,
persistent,C1,
personnel n.petition,C1,
philosopher,C1,
philosophical,C1,
physician,C1,
pioneer,C1,
pipeline,C1,
pirate,C1,
pit,C1,
plea,C1,
plead,C1,
pledge,C1,
plug,C1,
plunge,C1,
pole,C1,
poll,C1,
pond,C1,
portfolio,C1,
portray,C1,
post-war,C1,
postpone,C1,
practitioner,C1,
preach,C1,
precedent,C1,
precision,C1,
predator,C1,
predecessor,C1,
predominantly,C1,
pregnancy,C1,
prejudice,C1,
preliminary,C1,
premier,C1,
premise,C1,
premium,C1,
prescribe,C1,
prescription,C1,
presently,C1,
preservation,C1,
preside,C1,
presidency,C1,
presidential,C1,
prestigious,C1,
presumably,C1,
presume,C1,
prevail,C1,
prevalence,C1,
prevention,C1,
prey,C1,
privatization,C1,
privilege,C1,
probe,C1,
problematic,C1,
proceedings,C1,
proceeds,C1,
processing,C1,
processor,C1,
proclaim,C1,
productive,C1,
productivity,C1,
profitable,C1,
profound,C1,
projection,C1,
prominent,C1,
pronounced,C1,
propaganda,C1,
proposition,C1,
prosecute,C1,
prosecution,C1,
prosecutor,C1,
prosperity n.protective adj.protocol n.province n.provincial adj.provision n.provoke v.psychiatric adj.pulse n.pump,C1,
punch,C1,
query n.quest n.quota n.radar n.radical adj.rage n.raid,C1,
rally,C1,
ranking n.rape,C1,
ratio n.rational adj.ray n.readily adv.realization n.realm n.rear,C1,
reasoning n.reassure v.rebel n.rebellion n.recipient n.reconstruction n.recount 1,C1,
referendum n.reflection n.reform,C1,
refuge n.refusal n.regain v.regardless adv.regime n.regulator n.regulatory adj.rehabilitation n.reign,C1,
rejection n.relevance n.reliability n.reluctant adj.remainder n.remains n.remedy n.reminder n.removal n.render v.renew v.renowned adj.rental n.replacement n.reportedly adv.representation n.reproduce v.reproduction n.republic n.resemble v.reside v.residence n.residential,C1,
residue,C1,
resignation,C1,
resistance,C1,
respective,C1,
respectively adv .,C1,
restoration,C1,
restraint,C1,
resume,C1,
retreat,C1,
retrieve,C1,
revelation,C1,
reven ge,C1,
reverse,C1,
revival,C1,
revive v .,C1,
revolutionary,C1,
rhetoric,C1,
rifle,C1,
riot,C1,
rip,C1,
ritual,C1,
robust,C1,
rod,C1,
rotate,C1,
rotation,C1,
ruling,C1,
rumour,C1,
sack,C1,
sacred,C1,
sacrifice,C1,
saint,C1,
sake,C1,
sanction,C1,
scattered,C1,
sceptical,C1,
scope,C1,
screw,C1,
scrutiny,C1,
seal,C1,
secular,C1,
seemingly,C1,
segment,C1,
seize,C1,
seldom,C1,
selective,C1,
senator,C1,
sensation,C1,
sensitivity,C1,
sentiment,C1,
separation,C1,
serial,C1,
set-up,C1,
settlement,C1,
sexuality,C1,
shareholder,C1,
shatter,C1,
shed,C1,
sheer,C1,
shipping,C1,
shrink,C1,
shrug,C1,
sigh v .,C1,
simulate,C1,
simulation,C1,
simultaneously,C1,
sin n.situated,C1,
sketch n.skip v.slam v.slap v.slash v.slavery n.slot n.smash v.snap v.soak v.soar v.socialist adj.sole adj.solely adv.solicitor n.solidarity n.solo,C1,
sound adj.sovereignty n.spam n.span,C1,
spare v.spark v.specialized adj.specification n.specimen n.spectacle n.spectrum n.spell n.sphere n.spin,C1,
spine n.spotlight n.spouse n.spy,C1,
squad n.squeeze v.stab,C1,
stability n.stabilize v.stake n.standing adj.stark adj.statistical adj.steer v.stem,C1,
stereotype n.stimulus n.stir v.storage n.straightforward adj.strain n.strand n.strategic adj.striking adj.strip n.strip v.strive v.structural adj.stumble v.stun v.submission n.subscriber n.subscription n.subsidy n.substantial adj.substantially adv.substitute,C1,
substitution n.subtle adj.suburban adj.succession n.successive adj.successor n.suck v.sue v.suicide n.suite n.summit n.superb adj.superior adj.supervise v.supervision n.supervisor n.supplement,C1,
supportive adj.supposedly adv.suppress v.supreme adj.surge,C1,
surgical adj.surplus n.surrender v.surveillance n.suspension n.suspicion n.suspicious adj.sustain v.swing,C1,
sword n.symbolic adj.syndrome n.synthesis n.systematic adj.tackle n.tactic n.tactical adj.taxpayer n.tempt v.tenant n.tender adj.tenure n.terminal adj.terminate v.terrain n.terrific adj.testify v.testimony n.texture n.thankfully adv.theatrical adj.theology n.theoretical adj.thereafter adv.thereby adv.thoughtful adj.thought-provoking adj.thread n.threshold n.thrilled adj.thrive v.tide n.tighten v.timber n.timely adj.tobacco n.tolerance n.tolerate v.toll,C1,
torture,C1,
toss,C1,
toxic,C1,
trademark,C1,
trail,C1,
trailer,C1,
transaction,C1,
transcript,C1,
transformation,C1,
transit,C1,
transmission,C1,
transparency,C1,
transparent,C1,
trauma,C1,
treaty,C1,
tremendous,C1,
tribal,C1,
tribunal,C1,
tribute,C1,
trio,C1,
triumph,C1,
trophy n.troubled,C1,
trustee,C1,
tuition,C1,
turnout,C1,
turnover,C1,
twist,C1,
undergraduate,C1,
underlying,C1,
undermine,C1,
undoubtedly,C1,
unify,C1,
unprecedented,C1,
unveil,C1,
upcoming,C1,
upgrade,C1,
uphold,C1,
utility,C1,
utilize,C1,
utterly,C1,
vacuum,C1,
vague,C1,
validity,C1,
vanish,C1,
variable,C1,
varied,C1,
vein n.venture,C1,
verbal,C1,
verdict,C1,
verify,C1,
verse,C1,
versus,C1,
vessel,C1,
veteran,C1,
viable,C1,
vibrant,C1,
vice,C1,
vicious,C1,
villager,C1,
violate,C1,
violation,C1,
virtue,C1,
vocal,C1,
vow,C1,
vulnerability,C1,
vulnerable,C1,
ward,C1,
warehouse,C1,
warfare,C1,
warrant,C1,
warrior,C1,
weaken v.weave,C1,
weed,C1,
well-being,C1,
whatsoever,C1,
whereby,C1,
whilst,C1,
whip,C1,
wholly,C1,
widen,C1,
widow,C1,
width,C1,
willingness,C1,
wipe,C1,
wit,C1,
withdrawal,C1,
workout,C1,
worship,C1,
worthwhile,C1,
worthy,C1,
yell,C1,
yield,C1,屈服
youngster,C1,青少年
